date,INSTRUMENT_1,INSTRUMENT_2,INSTRUMENT_3,INSTRUMENT_4,INSTRUMENT_5,INSTRUMENT_6,INSTRUMENT_7,INSTRUMENT_8,INSTRUMENT_9,INSTRUMENT_10
2018-12-15,234.67,154.04,54.48,34.34,100.16,98.77,117.57,87.12,3225.39,83.89
2018-12-16,234.69,154.04,54.47,34.34,100.16,98.77,117.56,87.13,3242.46,84.8
2018-12-17,230.08,150.55,54.04,34.02,100.76,99.03,118.37,84.15,3524.26,94.13
2018-12-18,229.83,151.51,54.08,34.25,101.37,99.27,118.65,78.85,3668.28,100.55
2018-12-19,226.39,147.79,53.56,33.69,102.69,99.62,117.93,80.71,3678.2,98.89
2018-12-20,222.72,145.65,53.35,33.95,102.32,99.49,119.74,78.29,4067.55,114.24
2018-12-21,218.14,141.14,52.41,33.71,102.31,99.58,119.22,77.08,3855.48,107.87
2018-12-22,218.14,141.14,52.41,33.71,102.31,99.58,119.22,77.07,3967.8,115.4
2018-12-23,218.13,141.13,52.42,33.71,102.31,99.58,119.21,77.08,3949.21,129.23
2018-12-24,212.38,137.62,51.81,33.4,102.82,99.84,120.51,74.83,4026.74,138.22
2018-12-25,212.38,137.62,51.81,33.4,102.82,99.84,120.51,74.83,3763.02,127.75
2018-12-26,223.12,146.23,53.0,34.07,101.74,99.36,120.15,79.76,3796.73,129.51
2018-12-27,224.83,146.82,53.16,34.02,101.75,99.61,121.06,77.5,3585.2,113.98
2018-12-28,224.54,146.73,53.45,34.35,102.61,100.17,121.55,76.78,3857.91,135.52
2018-12-29,224.54,146.71,53.45,34.35,102.61,100.17,121.55,76.78,3714.09,133.08
2018-12-30,224.53,146.71,53.45,34.35,102.61,100.17,121.54,76.8,3821.65,137.97
2018-12-31,226.51,147.91,53.53,34.19,103.01,100.53,121.73,77.85,3722.66,131.64
2019-01-01,226.52,147.92,53.53,34.19,103.01,100.54,121.73,77.85,3817.88,139.29
2019-01-02,226.75,148.51,53.42,34.28,103.53,100.74,121.81,79.38,3879.65,152.21
2019-01-03,221.31,143.67,52.94,33.66,104.73,101.56,122.91,80.19,3786.83,146.52
2019-01-04,228.73,149.81,54.56,34.74,103.51,100.72,121.93,82.04,3812.48,152.18
2019-01-05,228.72,149.81,54.56,34.74,103.51,100.72,121.92,82.03,3791.05,153.03
2019-01-06,228.72,149.82,54.56,34.74,103.5,100.72,121.92,82.03,4008.53,154.09
2019-01-07,230.54,151.65,54.77,34.82,103.2,100.46,122.34,82.91,3997.35,149.58
2019-01-08,232.66,153.01,55.12,34.95,102.93,100.21,122.01,84.6,3976.65,147.88
2019-01-09,233.75,154.26,55.74,35.57,102.78,100.27,122.79,89.03,3989.42,148.43
2019-01-10,234.58,154.7,55.96,35.83,102.12,100.22,122.06,89.43,3606.64,125.18
2019-01-11,234.67,154.13,55.57,35.66,102.52,100.51,122.26,87.82,3622.06,124.89
2019-01-12,234.64,154.12,55.57,35.66,102.53,100.51,122.26,87.84,3602.63,123.57
2019-01-13,234.65,154.13,55.56,35.66,102.52,100.51,122.27,87.84,3497.06,114.33
2019-01-14,233.21,152.79,55.31,35.36,102.15,100.46,122.57,86.17,3647.21,127.12
2019-01-15,235.87,155.79,55.6,35.61,101.78,100.36,122.36,88.66,3572.31,119.1
2019-01-16,236.43,155.77,55.75,36.04,101.89,100.31,122.74,89.15,3611.91,121.63
2019-01-17,238.23,156.97,55.96,36.2,101.91,100.12,122.59,88.91,3636.39,121.67
2019-01-18,241.41,158.51,56.52,36.38,101.39,99.79,121.49,91.16,3614.34,119.3
2019-01-19,241.44,158.5,56.52,36.37,101.39,99.79,121.49,91.18,3685.74,122.8
2019-01-20,241.44,158.5,56.52,36.37,101.39,99.79,121.48,91.17,3557.38,117.61
2019-01-21,241.45,158.52,56.52,36.37,101.4,99.79,121.48,91.15,3544.49,115.8
2019-01-22,238.19,155.36,55.65,35.75,102.07,100.15,121.91,89.61,3588.55,117.98
2019-01-23,238.68,155.56,55.9,36.11,102.05,100.09,121.73,89.03,3570.89,116.6
2019-01-24,238.82,156.55,55.96,36.46,102.71,100.41,121.54,89.99,3589.17,116.5
2019-01-25,240.87,158.4,56.6,36.94,102.22,100.19,123.32,90.63,3584.66,115.24
2019-01-26,240.87,158.39,56.6,36.94,102.23,100.19,123.32,90.63,3584.91,115.43
2019-01-27,240.86,158.4,56.6,36.94,102.22,100.19,123.32,90.61,3572.14,112.16
2019-01-28,239.02,156.45,56.29,36.56,102.12,100.22,123.74,88.2,3454.75,105.65
2019-01-29,238.7,154.97,56.42,36.62,102.64,100.5,124.44,89.88,3431.78,104.56
2019-01-30,242.49,158.91,57.03,37.42,102.57,100.72,125.15,91.81,3478.47,108.44
2019-01-31,244.61,161.32,57.06,37.73,103.44,101.19,125.21,91.4,3455.44,106.58
2019-02-01,244.73,160.64,57.05,37.44,102.81,100.64,124.96,93.67,3483.15,106.82
2019-02-02,244.73,160.64,57.05,37.44,102.81,100.64,124.96,93.67,3526.27,110.49
2019-02-03,244.73,160.64,57.05,37.44,102.81,100.64,124.95,93.68,3479.48,107.43
2019-02-04,246.48,162.62,57.26,37.5,102.35,100.44,124.42,92.63,3484.67,107.76
2019-02-05,247.48,164.05,57.71,38.02,102.82,100.59,124.75,90.94,3492.83,107.31
2019-02-06,247.14,163.55,57.42,37.5,102.87,100.67,123.91,91.18,3426.35,104.54
2019-02-07,244.77,161.35,56.65,37.12,103.53,101.0,124.22,89.18,3420.39,104.54
2019-02-08,245.04,161.67,56.47,36.91,103.98,101.14,124.69,89.26,3684.07,119.34
2019-02-09,245.03,161.65,56.47,36.91,103.98,101.14,124.7,89.27,3690.14,119.27
2019-02-10,245.02,161.65,56.47,36.91,103.97,101.13,124.7,89.27,3704.84,125.22
2019-02-11,245.16,161.5,56.41,36.78,103.56,100.97,124.09,88.7,3654.97,121.01
2019-02-12,248.32,163.9,57.06,37.09,103.3,100.84,124.34,89.92,3657.1,122.56
2019-02-13,249.13,164.0,57.07,36.83,102.91,100.6,123.85,91.39,3634.96,122.03
2019-02-14,248.57,164.2,57.09,36.9,103.5,101.06,124.54,92.51,3616.7,120.59
2019-02-15,251.27,164.89,57.92,36.85,103.67,100.97,125.28,94.36,3629.13,121.84
2019-02-16,251.28,164.88,57.92,36.85,103.67,100.98,125.28,94.36,3646.59,122.85
2019-02-17,251.27,164.89,57.92,36.85,103.69,100.97,125.28,94.36,3695.99,133.93
2019-02-18,251.26,164.9,57.92,36.85,103.7,100.98,125.27,94.34,3928.08,145.92
2019-02-19,251.7,165.22,58.13,37.14,103.95,101.14,127.17,94.9,3938.61,143.61
2019-02-20,252.23,165.19,58.3,37.35,103.65,101.12,126.95,96.12,4001.67,148.6
2019-02-21,251.31,164.6,58.18,37.27,102.74,100.82,125.52,95.71,3969.3,145.85
2019-02-22,252.87,165.79,58.37,37.68,103.34,101.12,125.97,96.28,3995.25,147.54
2019-02-23,252.88,165.79,58.37,37.68,103.34,101.12,125.98,96.3,4152.68,158.0
2019-02-24,252.87,165.78,58.38,37.68,103.34,101.13,125.98,96.3,3776.44,132.33
2019-02-25,253.2,166.38,58.55,38.1,103.04,100.98,125.85,93.22,3861.71,138.11
2019-02-26,253.03,166.55,58.83,37.97,103.53,101.28,126.06,93.69,3843.46,136.44
2019-02-27,252.9,166.46,58.6,37.64,102.37,100.92,125.17,95.78,3852.73,135.23
2019-02-28,252.44,166.06,58.52,37.16,102.04,100.65,124.47,96.26,3848.09,135.54
2019-03-01,254.01,167.22,58.83,37.2,101.09,100.35,122.35,93.92,3857.35,135.54
2019-03-02,254.01,167.21,58.83,37.2,101.08,100.35,122.34,93.92,3853.99,132.74
2019-03-03,254.0,167.21,58.84,37.2,101.08,100.35,122.34,93.93,3841.88,130.77
2019-03-04,253.05,167.23,58.62,37.25,101.89,100.64,122.03,95.05,3748.29,125.86
2019-03-05,252.72,167.36,58.67,37.62,102.09,100.69,122.18,95.21,3892.27,136.96
2019-03-06,251.18,166.4,58.53,37.4,102.47,100.98,122.07,94.64,3896.69,137.61
2019-03-07,249.06,164.38,57.79,36.71,103.12,101.32,121.96,95.13,3908.74,137.0
2019-03-08,248.55,164.13,57.8,36.45,103.53,101.47,123.3,94.49,3900.06,133.64
2019-03-09,248.57,164.12,57.8,36.45,103.53,101.47,123.31,94.46,3978.54,137.39
2019-03-10,248.57,164.11,57.79,36.45,103.53,101.47,123.32,94.47,3951.89,135.54
2019-03-11,252.2,167.52,58.3,37.13,103.23,101.39,122.71,95.51,3905.12,132.8
2019-03-12,253.11,168.45,58.26,37.33,103.96,101.68,123.46,95.76,3916.25,133.66
2019-03-13,254.78,169.72,58.76,37.37,103.78,101.64,124.32,98.18,3898.71,131.72
2019-03-14,254.62,169.46,58.75,37.16,103.03,101.49,122.89,98.43,3909.99,132.3
2019-03-15,255.88,171.04,59.39,37.71,103.71,101.82,123.45,98.27,3956.54,136.71
2019-03-16,255.89,171.04,59.39,37.71,103.7,101.82,123.44,98.28,4038.03,141.09
2019-03-17,255.88,171.03,59.39,37.71,103.7,101.82,123.44,98.29,4014.58,138.79
2019-03-18,256.81,171.44,59.6,38.13,103.64,101.68,123.5,99.18,4021.14,137.71
2019-03-19,256.88,172.0,59.72,38.15,103.41,101.61,123.84,98.96,4050.11,138.73
2019-03-20,256.11,172.71,59.75,38.2,104.5,102.34,124.65,100.73,4077.48,139.18
2019-03-21,259.01,175.41,59.71,38.26,104.74,102.29,124.14,100.23,4015.76,135.02
2019-03-22,254.02,171.56,58.56,37.14,106.35,103.06,124.43,98.54,4021.3,136.16
2019-03-23,254.0,171.56,58.56,37.14,106.35,103.06,124.43,98.54,4040.66,137.41
2019-03-24,254.01,171.58,58.56,37.13,106.36,103.06,124.43,98.51,4025.94,136.25
2019-03-25,253.82,171.26,58.64,37.22,106.52,103.33,125.39,98.67,3971.24,134.17
2019-03-26,255.72,172.04,58.93,37.34,106.46,103.24,124.77,100.44,3983.6,134.31
2019-03-27,254.34,170.97,58.96,36.93,107.45,103.53,124.12,99.4,4074.48,139.54
2019-03-28,255.3,171.36,58.82,37.18,107.81,103.54,122.36,99.47,4064.46,137.92
2019-03-29,256.92,172.66,59.07,37.56,107.71,103.38,122.47,100.68,4140.57,143.34
2019-03-30,256.94,172.66,59.07,37.56,107.71,103.39,122.48,100.68,4144.7,142.52
2019-03-31,256.95,172.67,59.07,37.56,107.71,103.39,122.49,100.69,4142.63,141.45
2019-04-01,260.01,174.96,59.82,38.18,106.18,102.68,122.0,103.26,4184.11,141.31
2019-04-02,260.13,175.6,59.84,38.06,106.38,102.85,122.44,104.8,4903.76,163.39
2019-04-03,260.52,176.58,60.3,38.32,105.44,102.52,122.26,104.62,4980.23,160.06
2019-04-04,261.21,176.5,60.18,38.56,105.75,102.63,122.58,104.06,4947.63,157.46
2019-04-05,262.47,177.42,60.33,38.86,105.88,102.68,122.46,105.93,5054.62,164.88
2019-04-06,262.49,177.42,60.33,38.86,105.88,102.68,122.46,105.91,5092.31,165.62
2019-04-07,262.51,177.42,60.33,38.86,105.88,102.68,122.47,105.91,5218.93,174.35
2019-04-08,262.73,177.88,60.37,38.85,105.5,102.51,123.01,107.91,5285.26,178.85
2019-04-09,261.36,177.25,59.98,38.77,105.84,102.7,123.66,107.34,5196.75,174.71
2019-04-10,262.26,178.19,60.21,38.96,106.09,102.94,124.05,107.98,5355.66,177.31
2019-04-11,262.21,177.77,60.08,38.54,105.46,102.71,122.45,106.86,5062.16,164.22
2019-04-12,263.97,178.55,60.5,38.82,104.73,102.22,122.33,107.1,5093.3,163.39
2019-04-13,263.99,178.55,60.5,38.82,104.73,102.22,122.33,107.1,5090.69,163.17
2019-04-14,264.0,178.54,60.5,38.82,104.73,102.22,122.33,107.09,5176.9,167.44
2019-04-15,263.84,178.58,60.52,38.62,104.98,102.36,122.1,106.59,5070.5,160.22
2019-04-16,264.02,179.22,60.57,38.91,104.33,102.01,121.02,107.63,5221.09,165.64
2019-04-17,263.38,179.85,60.74,39.03,104.37,102.03,120.78,106.91,5251.9,165.99
2019-04-18,263.87,180.05,60.7,39.0,104.91,102.28,120.88,107.24,5308.82,173.57
2019-04-19,263.87,180.05,60.7,39.01,104.91,102.28,120.88,107.24,5308.74,172.88
2019-04-20,263.87,180.05,60.7,39.0,104.91,102.28,120.87,107.24,5343.31,173.13
2019-04-21,263.85,180.05,60.7,39.0,104.92,102.27,120.87,107.25,5307.63,168.83
2019-04-22,264.1,180.55,60.6,38.75,104.43,102.12,120.86,110.07,5410.36,170.75
2019-04-23,266.5,182.83,60.72,38.83,104.65,102.31,120.61,111.05,5548.56,169.46
2019-04-24,265.93,182.25,60.3,38.31,105.5,102.71,120.96,110.16,5469.34,165.07
2019-04-25,265.77,182.92,60.25,38.25,105.34,102.58,121.06,108.94,5272.38,154.97
2019-04-26,267.02,183.15,60.5,38.41,105.7,102.86,121.85,105.4,5367.41,158.23
2019-04-27,267.02,183.14,60.49,38.41,105.71,102.86,121.85,105.4,5348.02,159.62
2019-04-28,267.02,183.14,60.49,38.41,105.7,102.86,121.85,105.39,5357.96,158.21
2019-04-29,267.44,183.49,60.74,38.48,105.02,102.65,121.31,106.53,5287.27,155.53
2019-04-30,267.59,182.09,60.77,38.45,105.56,102.85,121.67,107.02,5370.9,162.28
2019-05-01,265.56,181.49,60.43,38.16,106.0,102.8,120.87,106.48,5434.9,160.63
2019-05-02,264.98,180.71,60.34,38.25,105.49,102.51,120.41,103.25,5546.38,162.18
2019-05-03,267.57,183.59,60.99,38.7,105.79,102.65,121.12,103.65,5828.65,168.41
2019-05-04,267.57,183.59,60.99,38.7,105.8,102.65,121.12,103.66,5885.27,164.05
2019-05-05,267.59,183.6,60.99,38.7,105.8,102.65,121.12,103.67,5830.74,163.36
2019-05-06,266.49,182.49,60.3,37.91,106.08,102.91,121.28,105.27,5801.65,173.27
2019-05-07,262.05,178.96,59.24,37.16,106.9,103.28,121.68,102.51,5898.99,169.45
2019-05-08,261.69,178.51,59.32,37.11,106.43,103.07,121.38,103.78,6039.61,171.15
2019-05-09,260.89,177.54,59.05,36.52,106.88,103.36,121.67,103.14,6264.89,171.19
2019-05-10,262.22,177.76,59.49,36.75,106.74,103.29,121.9,103.4,6432.54,173.24
2019-05-11,262.2,177.77,59.49,36.75,106.74,103.29,121.89,103.38,7142.81,190.58
2019-05-12,262.2,177.77,59.49,36.75,106.74,103.29,121.89,103.38,7032.8,188.54
2019-05-13,255.59,171.59,58.12,35.52,107.59,103.78,123.14,102.09,7862.24,196.38
2019-05-14,257.9,173.48,58.7,36.02,107.28,103.67,122.93,103.64,8020.3,217.11
2019-05-15,259.39,175.93,58.9,36.09,107.92,104.01,122.86,104.47,8245.5,248.95
2019-05-16,261.82,177.69,59.37,35.92,107.57,103.8,121.98,105.84,7940.61,265.13
2019-05-17,260.11,175.87,58.98,35.27,107.8,103.86,121.11,105.37,7425.42,245.12
2019-05-18,260.11,175.87,58.98,35.27,107.79,103.86,121.11,105.38,7328.25,234.47
2019-05-19,260.12,175.84,58.98,35.27,107.79,103.86,121.11,105.36,8230.45,260.43
2019-05-20,258.39,172.87,58.74,35.12,107.58,103.68,121.1,105.93,8017.43,251.34
2019-05-21,260.74,174.69,59.14,35.56,107.4,103.57,120.83,105.76,7987.74,254.4
2019-05-22,259.95,173.9,58.9,35.39,108.02,103.88,120.71,102.62,7705.58,244.59
2019-05-23,256.76,171.25,58.36,34.94,109.26,104.48,121.65,97.39,7929.87,245.47
2019-05-24,257.33,171.16,58.99,34.97,109.34,104.47,121.78,98.52,8044.64,249.72
2019-05-25,257.33,171.15,58.99,34.97,109.34,104.47,121.79,98.53,8106.56,251.06
2019-05-26,257.34,171.12,58.99,34.97,109.34,104.47,121.78,98.55,8701.28,265.41
2019-05-27,257.35,171.12,59.0,34.97,109.34,104.47,121.78,98.53,8843.85,271.47
2019-05-28,254.97,170.47,58.42,35.09,110.19,104.93,121.31,98.51,8806.16,272.07
2019-05-29,253.25,169.08,58.04,35.33,110.45,104.88,121.35,98.6,8734.64,269.83
2019-05-30,253.94,169.78,58.26,35.52,111.4,105.27,122.18,94.75,8353.07,255.44
2019-05-31,250.49,167.07,57.73,35.64,112.8,105.99,123.82,89.43,8643.88,268.84
2019-06-01,250.5,167.07,57.73,35.64,112.8,105.98,123.82,89.43,8634.12,265.3
2019-06-02,250.49,167.07,57.73,35.64,112.81,105.98,123.83,89.44,8819.59,269.87
2019-06-03,249.87,163.41,58.07,35.97,113.56,106.47,125.61,88.56,8203.19,250.84
2019-06-04,255.29,168.02,58.73,36.04,112.25,106.1,125.64,89.93,7767.81,242.38
2019-06-05,257.49,169.27,58.71,35.75,111.63,106.1,125.95,86.8,7858.34,246.64
2019-06-06,259.15,170.58,58.95,35.78,111.98,106.08,126.36,89.13,7866.57,249.76
2019-06-07,261.77,173.86,59.69,36.06,112.95,106.48,127.08,90.5,8062.72,249.71
2019-06-08,261.76,173.87,59.69,36.06,112.96,106.48,127.08,90.5,7975.83,244.24
2019-06-09,261.76,173.9,59.7,36.05,112.96,106.48,127.08,90.5,7709.08,231.9
2019-06-10,262.98,175.92,59.86,36.43,111.91,105.97,125.82,89.52,8067.33,247.47
2019-06-11,262.89,176.14,60.16,36.85,111.98,105.96,125.67,89.54,7969.5,245.3
2019-06-12,262.41,175.13,59.71,36.46,112.05,106.25,126.33,85.75,8213.59,262.34
2019-06-13,263.52,176.16,59.77,36.39,112.45,106.48,127.1,87.68,8306.83,255.85
2019-06-14,263.21,175.4,59.34,35.99,112.73,106.56,127.06,88.17,8743.91,263.68
2019-06-15,263.18,175.41,59.34,35.99,112.73,106.57,127.06,88.17,8903.11,269.05
2019-06-16,263.16,175.42,59.34,35.99,112.73,106.57,127.05,88.18,9050.11,268.93
2019-06-17,263.26,176.46,59.39,36.14,112.93,106.55,126.98,87.13,9416.36,274.37
2019-06-18,266.0,179.05,60.17,37.01,113.5,106.75,127.63,90.67,9181.53,265.81
2019-06-19,266.61,179.74,60.54,37.32,113.66,107.04,128.4,91.32,9356.06,269.36
2019-06-20,269.18,181.38,61.07,37.87,113.97,107.2,131.63,95.51,9620.83,272.44
2019-06-21,268.74,181.12,60.81,37.74,112.71,106.79,132.5,96.49,10271.5,295.76
2019-06-22,268.75,181.14,60.81,37.74,112.71,106.79,132.5,96.5,10845.91,312.27
2019-06-23,268.77,181.14,60.8,37.74,112.72,106.79,132.5,96.49,11022.49,309.97
2019-06-24,268.42,181.15,60.93,37.68,113.56,107.16,134.47,96.82,11175.62,313.19
2019-06-25,265.79,178.01,60.57,37.29,113.92,107.31,134.74,96.73,11949.72,319.84
2019-06-26,265.52,178.87,60.64,37.65,113.19,106.89,133.5,99.07,13241.02,341.07
2019-06-27,266.44,179.58,60.79,37.91,113.99,107.19,133.39,99.06,11458.91,299.83
2019-06-28,267.82,179.81,61.13,37.86,113.91,107.24,133.75,97.04,12539.32,312.69
2019-06-29,267.83,179.81,61.13,37.86,113.91,107.24,133.74,97.03,12040.72,319.32
2019-06-30,267.86,179.82,61.13,37.87,113.91,107.24,133.76,97.06,10981.78,294.35
2019-07-01,270.27,182.21,61.42,38.32,113.64,107.12,131.17,98.99,10746.07,296.72
2019-07-02,271.02,182.93,61.6,38.22,114.53,107.47,133.97,94.31,10964.54,293.19
2019-07-03,273.17,184.3,62.02,38.15,115.34,107.67,134.2,94.87,12073.07,302.92
2019-07-04,273.2,184.3,62.02,38.15,115.34,107.67,134.19,94.87,11271.65,284.46
2019-07-05,272.89,183.94,61.54,37.89,113.82,107.02,132.69,96.32,11090.06,289.29
2019-07-06,272.89,183.95,61.54,37.88,113.83,107.02,132.69,96.31,11378.69,290.05
2019-07-07,272.9,183.94,61.54,37.88,113.83,107.02,132.69,96.31,11531.62,306.59
2019-07-08,271.46,182.64,61.18,37.65,113.99,106.92,131.84,96.15,12367.43,313.95
2019-07-09,271.78,183.55,60.92,37.54,113.95,106.85,132.31,97.03,12677.06,309.49
2019-07-10,273.09,185.4,61.13,37.85,113.32,106.91,134.41,100.97,12239.3,291.23
2019-07-11,273.74,185.25,61.11,37.78,111.81,106.37,133.28,101.13,11463.73,270.49
2019-07-12,274.94,186.33,61.19,37.81,111.94,106.49,134.12,100.88,11880.17,276.62
2019-07-13,274.93,186.34,61.19,37.81,111.94,106.49,134.12,100.87,11472.73,270.7
2019-07-14,274.94,186.33,61.19,37.81,111.93,106.49,134.12,100.88,10273.63,227.37
2019-07-15,275.04,186.93,61.25,37.95,112.56,106.72,134.12,99.13,10944.08,229.72
2019-07-16,274.12,185.98,61.0,37.9,112.22,106.48,132.99,97.29,9531.77,200.26
2019-07-17,272.31,185.06,60.92,37.78,113.44,106.98,135.16,94.73,9760.3,212.23
2019-07-18,273.3,185.26,61.1,38.01,113.45,107.23,137.07,93.19,10730.36,227.18
2019-07-19,271.78,183.9,60.92,37.82,113.18,107.05,135.06,94.09,10606.49,222.06
2019-07-20,271.76,183.89,60.93,37.82,113.19,107.05,135.06,94.09,10845.21,229.61
2019-07-21,271.77,183.9,60.92,37.82,113.2,107.05,135.06,94.1,10692.19,226.7
2019-07-22,272.42,185.38,60.99,37.83,113.41,107.1,135.04,94.19,10442.02,218.81
2019-07-23,274.36,186.57,61.37,37.87,112.78,106.93,134.27,95.23,9964.3,213.73
2019-07-24,275.64,187.88,61.4,37.93,113.28,107.08,134.96,93.47,9860.93,217.55
2019-07-25,274.34,186.12,60.78,37.6,112.74,106.91,134.0,93.55,9980.0,220.35
2019-07-26,276.17,188.02,60.9,37.68,113.01,106.89,134.22,93.94,9924.91,220.03
2019-07-27,276.18,188.01,60.9,37.68,113.0,106.89,134.23,93.94,9574.58,208.41
2019-07-28,276.17,188.01,60.9,37.68,113.0,106.89,134.23,93.94,9643.07,212.76
2019-07-29,275.64,187.37,61.03,37.61,113.04,106.97,135.13,95.32,9607.59,212.04
2019-07-30,274.95,186.6,60.32,37.32,113.31,107.03,135.59,97.42,9674.16,210.75
2019-07-31,271.94,184.01,59.92,36.85,114.22,107.29,133.8,97.09,10184.45,219.69
2019-08-01,269.59,183.09,59.75,36.13,116.49,108.49,137.01,91.21,10483.23,218.11
2019-08-02,267.55,180.42,59.22,35.78,117.57,108.71,136.5,92.58,10633.05,218.83
2019-08-03,267.56,180.4,59.22,35.78,117.57,108.71,136.5,92.57,10927.91,223.41
2019-08-04,267.56,180.4,59.21,35.78,117.57,108.71,136.49,92.57,11044.6,223.09
2019-08-05,259.48,174.04,57.74,34.46,119.6,109.67,138.4,91.69,11957.16,234.9
2019-08-06,263.1,176.47,58.13,34.95,120.56,109.84,139.52,89.84,11605.6,227.58
2019-08-07,263.25,177.42,58.35,35.11,120.6,109.84,141.65,87.42,12101.49,227.53
2019-08-08,268.41,181.28,58.92,35.55,120.85,109.85,142.35,88.41,12130.43,222.72
2019-08-09,266.59,179.61,58.51,35.19,120.6,109.69,141.87,90.99,12010.34,211.82
2019-08-10,266.59,179.62,58.51,35.19,120.61,109.69,141.87,91.0,11434.28,207.8
2019-08-11,266.59,179.61,58.51,35.19,120.61,109.69,141.86,91.0,11677.81,217.78
2019-08-12,263.4,177.51,58.04,34.77,123.13,110.39,143.22,91.69,11520.58,212.73
2019-08-13,267.45,181.38,58.59,35.2,122.7,109.99,142.37,95.75,11010.88,210.59
2019-08-14,259.51,175.97,56.99,34.19,125.44,110.73,143.35,92.29,10160.71,188.25
2019-08-15,260.19,175.79,57.18,34.42,126.85,111.45,144.31,91.53,10406.15,189.23
2019-08-16,264.02,178.63,57.87,34.9,125.83,111.15,143.38,91.94,10444.95,186.05
2019-08-17,264.04,178.64,57.87,34.9,125.83,111.15,143.39,91.94,10328.19,186.89
2019-08-18,264.03,178.62,57.88,34.89,125.82,111.14,143.37,91.94,10418.04,195.68
2019-08-19,267.2,181.43,58.23,35.03,124.03,110.61,141.69,94.04,11036.32,203.74
2019-08-20,265.13,180.04,58.02,35.11,125.3,111.11,142.79,93.78,10880.72,198.05
2019-08-21,267.27,181.62,58.44,35.44,124.47,110.81,142.34,93.64,10256.5,188.83
2019-08-22,267.18,181.04,58.33,34.98,123.65,110.56,141.97,92.99,10214.32,191.82
2019-08-23,260.31,175.32,57.6,34.46,125.68,111.32,144.76,90.24,10504.08,195.45
2019-08-24,260.31,175.31,57.6,34.46,125.68,111.32,144.76,90.24,10245.17,192.02
2019-08-25,260.31,175.3,57.6,34.46,125.68,111.32,144.75,90.24,10250.87,187.9
2019-08-26,263.19,177.93,58.07,34.65,125.16,111.21,144.77,90.16,10483.1,190.03
2019-08-27,262.16,177.56,58.03,34.71,127.1,111.69,146.16,92.09,10294.49,188.57
2019-08-28,263.98,178.21,58.02,34.81,127.27,111.74,145.75,93.86,9825.71,174.21
2019-08-29,267.38,180.94,58.53,35.2,126.78,111.53,144.7,95.0,9602.77,170.1
2019-08-30,267.24,180.5,58.76,35.47,126.82,111.56,144.33,92.43,9687.31,169.6
2019-08-31,267.24,180.49,58.76,35.47,126.82,111.56,144.33,92.43,9688.92,172.69
2019-09-01,267.24,180.48,58.76,35.47,126.81,111.56,144.34,92.44,9828.59,171.84
2019-09-02,267.24,180.48,58.77,35.47,126.81,111.56,144.34,92.44,10450.61,179.23
2019-09-03,265.69,178.75,58.66,35.25,126.99,111.8,146.34,90.5,10726.44,179.95
2019-09-04,268.69,181.31,59.48,35.84,127.18,111.98,147.25,94.46,10679.91,175.89
2019-09-05,272.18,184.62,59.79,36.25,124.86,111.07,143.72,94.38,10680.23,175.03
2019-09-06,272.38,184.42,59.99,36.41,125.75,111.14,142.49,94.94,10412.35,170.37
2019-09-07,272.36,184.44,59.98,36.41,125.75,111.14,142.49,94.93,10568.5,179.06
2019-09-08,272.36,184.44,59.98,36.41,125.75,111.14,142.49,94.94,10493.29,182.65
2019-09-09,272.48,184.04,60.16,36.52,123.52,110.45,141.97,97.46,10415.01,182.0
2019-09-10,272.41,183.53,60.27,36.54,121.39,109.64,140.75,96.64,10207.32,181.21
2019-09-11,274.38,185.27,60.6,36.8,121.17,109.53,141.6,94.22,10270.54,179.66
2019-09-12,275.32,186.05,60.95,37.05,120.37,109.28,141.88,92.52,10529.85,182.09
2019-09-13,275.12,185.39,61.3,37.27,117.8,108.26,140.7,92.29,10459.96,182.45
2019-09-14,275.13,185.38,61.3,37.27,117.79,108.26,140.71,92.29,10454.27,189.66
2019-09-15,275.15,185.37,61.3,37.27,117.8,108.27,140.71,92.32,10421.38,190.56
2019-09-16,274.34,184.55,60.75,36.98,119.3,108.74,141.88,103.54,10371.77,198.75
2019-09-17,275.01,185.47,60.95,36.98,119.94,109.03,142.15,99.19,10310.3,209.48
2019-09-18,275.2,185.4,60.88,36.83,120.46,109.07,141.26,97.68,10280.72,211.82
2019-09-19,275.16,185.72,61.08,36.68,120.83,109.13,141.82,98.41,10368.95,221.97
2019-09-20,273.87,183.73,60.94,36.71,122.41,109.75,143.51,98.49,10291.13,219.66
2019-09-21,273.85,183.74,60.95,36.71,122.41,109.75,143.5,98.49,10104.72,216.65
2019-09-22,273.86,183.73,60.95,36.71,122.42,109.75,143.49,98.49,10143.4,212.68
2019-09-23,273.78,183.8,60.79,36.74,122.39,109.91,144.3,98.58,9813.36,202.68
2019-09-24,271.62,181.35,60.56,36.36,123.87,110.47,145.06,96.07,8589.74,166.94
2019-09-25,273.26,183.36,60.38,36.33,122.06,109.74,142.37,95.26,8525.43,171.1
2019-09-26,272.68,182.68,60.6,36.32,122.85,109.97,142.33,95.26,8156.5,167.01
2019-09-27,271.24,180.41,60.4,35.85,123.15,110.13,141.6,94.11,8271.83,174.97
2019-09-28,271.24,180.39,60.4,35.85,123.15,110.13,141.6,94.12,8295.71,174.75
2019-09-29,271.24,180.39,60.4,35.85,123.15,110.13,141.59,94.13,8138.06,170.48
