date,INSTRUMENT_1_vol,INSTRUMENT_2_vol,INSTRUMENT_3_vol,INSTRUMENT_4_vol,INSTRUMENT_5_vol,INSTRUMENT_6_vol,INSTRUMENT_7_vol,INSTRUMENT_8_vol,INSTRUMENT_9_vol,INSTRUMENT_10_vol
2018-12-27,193218590,96981770,82305804,87852273,14297518,5075941,11421087,4562799,40008,734545
2018-12-28,177193639,77961751,70494247,79893941,11300831,4892714,6995197,2932077,46029,866732
2018-12-29,0,0,0,0,0,0,0,0,39953,981086
2018-12-30,0,0,0,0,0,0,0,0,33937,683278
2018-12-31,157834662,58401308,71279435,82503044,20436657,6537888,8102214,3581860,28846,452465
2019-01-01,0,0,0,0,0,0,0,0,22415,389542
2019-01-02,153675594,59313496,45408217,61910842,23572439,20418541,12477534,4158489,36464,899025
2019-01-03,176701140,82025435,37768550,70756341,27387613,10818385,15076313,4258176,27347,705317
2019-01-04,157896325,75124098,47582520,117957846,15829862,6631153,12547768,5170021,30299,790681
2019-01-05,0,0,0,0,0,0,0,0,30028,729589
2019-01-06,0,0,0,0,0,0,0,0,37021,617557
2019-01-07,111601063,48919004,35994263,78261334,10238236,5674062,7374360,4029489,30813,438629
2019-01-08,105588012,52317743,28061181,78720776,8946307,7077814,7835270,3637627,40715,464735
2019-01-09,106352616,50108517,41868447,132633612,11624518,3630476,10784823,6733890,31559,294397
2019-01-10,105349170,41664539,35858080,110369355,10084639,14986873,6201610,2680593,55880,904874
2019-01-11,71234889,33626760,43706427,65925819,6822283,3972163,8594936,3823430,39069,566999
2019-01-12,0,0,0,0,0,0,0,0,22288,327380
2019-01-13,0,0,0,0,0,0,0,0,27406,425000
2019-01-14,80566758,32523581,31948663,84983595,8357149,3011438,6449227,4095477,34963,534648
2019-01-15,104682110,45621671,38938154,85645997,9535581,4455671,7988288,3048639,31218,654223
2019-01-16,83503660,35524687,46363387,97871222,7341986,4989769,7020677,3946151,28242,508522
2019-01-17,101605038,42659881,28196258,94896622,9914970,5865770,8760377,4330994,29679,454052
2019-01-18,151999486,62340982,45260103,112344479,15752622,6382406,10732172,5283561,22143,242388
2019-01-19,0,0,0,0,0,0,0,0,22880,320429
2019-01-20,0,0,0,0,0,0,0,0,26018,465870
2019-01-21,0,0,0,0,0,0,0,0,18746,298755
2019-01-22,138430962,62894164,40024435,120259128,10542054,5496804,7125496,4388154,27024,364424
2019-01-23,92232366,40559621,24387721,78619244,6498889,3732315,4975307,3759730,26463,238573
2019-01-24,64689049,34739274,22152471,79147672,8598594,6665340,5313836,2750451,21282,209597
2019-01-25,104992279,39171124,34374725,121338348,7248577,2862223,10882401,2182733,17131,198346
2019-01-26,0,0,0,0,0,0,0,0,20140,138724
2019-01-27,0,0,0,0,0,0,0,0,22063,250346
2019-01-28,99065306,36748177,29473575,91358084,7972812,3186175,7584735,3482017,39518,557357
2019-01-29,75697507,30593413,27516872,65388395,6348083,2895772,11897363,2853462,30104,310377
2019-01-30,104771148,42233786,37721406,136156700,14155442,5719267,12873305,2689347,22877,340888
2019-01-31,111820826,39365169,36526814,134410206,13671655,10768663,9748136,3294235,31020,296906
2019-02-01,88388669,31820344,21637064,78429440,14643511,8997715,12891056,2597013,23315,235671
2019-02-02,0,0,0,0,0,0,0,0,17374,182526
2019-02-03,0,0,0,0,0,0,0,0,18969,249810
2019-02-04,74866856,30445305,22388050,53106897,11342770,7449314,7065373,2506630,25351,172401
2019-02-05,87094345,31582869,32248696,90671798,8103861,3473853,6044415,2672163,23440,153161
2019-02-06,65077212,30669960,22597995,67807920,5636315,3457169,6529992,2514602,34326,316638
2019-02-07,112882077,42201186,35165606,116587938,10311745,7002164,5935565,2649219,18188,147674
2019-02-08,75045204,31690447,21932181,69806684,7275203,2771107,4253712,1586452,46515,583574
2019-02-09,0,0,0,0,0,0,0,0,23213,289160
2019-02-10,0,0,0,0,0,0,0,0,23448,416776
2019-02-11,73282055,24734265,24664011,46879151,5741841,2480491,4688655,2700618,22661,349157
2019-02-12,82127909,28918530,30552785,78728623,9563562,3492554,4531133,2413656,27634,352071
2019-02-13,70982430,26996465,23274878,91400188,5482667,4184273,7199153,2287885,25766,297855
2019-02-14,91117620,32651562,25318004,101900583,6855192,11404537,5914163,3519200,20661,306152
2019-02-15,98773063,34814272,32284674,82939819,6819033,6828946,12174835,2381759,20467,264445
2019-02-16,0,0,0,0,0,0,0,0,17400,206702
2019-02-17,0,0,0,0,0,0,0,0,23758,659638
2019-02-18,0,0,0,0,0,0,0,0,67753,1067816
2019-02-19,66964389,21100438,21780569,77123221,6720193,8436756,16540652,2521815,54879,719382
2019-02-20,82847869,33645771,28214489,77596307,5484912,4495465,10009612,2115905,34341,627211
2019-02-21,62076612,25833569,21425481,51384730,8417130,4613081,8713710,1687379,29880,417761
2019-02-22,85075981,25354380,20402604,62039265,6739556,3581697,5403881,1584447,24746,336140
2019-02-23,0,0,0,0,0,0,0,0,35968,600728
2019-02-24,0,0,0,0,0,0,0,0,63352,1252012
2019-02-25,76617734,35102273,24817126,78409813,7606230,2876184,4797940,3646674,37410,819187
2019-02-26,60109658,25071915,25779375,66961717,6926343,3003178,4830568,2405584,30069,438131
2019-02-27,60940977,25505769,21575119,79648268,9816601,2699027,8341688,2630095,32313,523108
2019-02-28,77057100,26298863,33231370,107501219,11078394,4915138,7503287,1757356,34681,591345
2019-03-01,89210539,34086968,27337378,103711800,16322072,8939994,15159192,3744895,24396,296971
2019-03-02,0,0,0,0,0,0,0,0,19367,292970
2019-03-03,0,0,0,0,0,0,0,0,16790,229909
2019-03-04,109574684,37049453,23634652,106381815,10257365,3727145,10178832,2430434,32809,397876
2019-03-05,59392512,24391037,24738379,64365083,6235279,2227300,6884898,2565281,33544,510835
2019-03-06,86067983,28539917,15085065,72795929,9605138,2492293,5142474,3187302,24616,428920
2019-03-07,103922912,40433630,31185627,90419734,9671742,5281742,6336642,2264381,28107,307631
2019-03-08,89905505,40247023,23463270,108635061,9101183,5637105,9524639,3667811,29688,328771
2019-03-09,0,0,0,0,0,0,0,0,29569,274465
2019-03-10,0,0,0,0,0,0,0,0,22723,210141
2019-03-11,66587338,30860748,18259396,69531649,6154405,4533238,6432308,2561421,34151,258290
2019-03-12,89802042,35184008,36673726,47780063,6745276,5194958,5950670,2065350,23844,192225
2019-03-13,92020336,45500871,19366263,69914212,5025479,1745554,7608491,3490720,23663,192913
2019-03-14,76839327,24358443,21465941,69426113,9571443,2494755,7062497,2595649,24852,270094
2019-03-15,85251757,45706966,47409567,143033652,5483681,8060494,9506881,2064015,20201,262978
2019-03-16,0,0,0,0,0,0,0,0,27540,489351
2019-03-17,0,0,0,0,0,0,0,0,17838,240228
2019-03-18,66248523,33140804,28752470,42362550,4892968,4486950,7756815,2187516,23783,280103
2019-03-19,95974228,35128709,36109533,59506066,6197362,2222063,6750457,1964748,19540,224086
2019-03-20,97046404,56025940,34263697,108926029,10919255,8731275,10942782,2542900,25122,224882
2019-03-21,87106365,43923439,37200946,86023209,8392716,4266815,8081936,1944324,36075,300213
2019-03-22,126818721,70759218,40148550,122830864,15689114,4896515,6252089,2942149,19299,170384
2019-03-23,0,0,0,0,0,0,0,0,16303,157462
2019-03-24,0,0,0,0,0,0,0,0,18185,203707
2019-03-25,83752579,45430607,31808342,61031275,11488378,7752850,7056036,2604402,35679,240082
2019-03-26,76835932,35673527,40204663,61261436,8188078,8240747,5047900,2096466,29659,185533
2019-03-27,80639788,39939433,22995554,87955245,16075134,3718098,6204923,2371174,31297,317551
2019-03-28,63996095,31713833,19936876,48691296,10618912,3878379,12102687,2678760,18849,168380
2019-03-29,84757849,37614801,27142395,81551856,11255767,2587164,7293802,1933542,31001,247466
2019-03-30,0,0,0,0,0,0,0,0,19018,264225
2019-03-31,0,0,0,0,0,0,0,0,14574,129448
2019-04-01,87570399,32990834,38142847,86563645,18484131,10457179,14112461,2830198,24347,236609
2019-04-02,44608701,23960856,19372749,57233828,11168653,8005285,4857607,2783538,105699,950950
2019-04-03,75935706,30684410,29186037,81453993,12321992,5102375,6397181,2973794,114837,1330890
2019-04-04,52484767,30293940,24507981,58467033,8877166,2298093,7358832,2174034,64093,655395
2019-04-05,63155732,26644593,32922619,60314870,7999978,1807141,5480883,2493499,41154,536119
2019-04-06,0,0,0,0,0,0,0,0,41534,527131
2019-04-07,0,0,0,0,0,0,0,0,38096,453451
2019-04-08,56014989,22123314,23307027,35816722,5273900,3707461,4045656,3367059,48107,878677
2019-04-09,76237393,26722658,17997393,58782082,7678129,3598861,4713988,3380833,31654,407104
2019-04-10,57584072,27972533,28099622,59349991,8985120,2374881,6204741,2273279,39275,505510
2019-04-11,60228489,21396723,18416771,55601678,10249224,1547914,11271189,2206865,53699,644223
2019-04-12,74899407,23867540,34775855,59920148,7540641,6049259,5068765,2322430,32342,293410
2019-04-13,0,0,0,0,0,0,0,0,16581,173605
2019-04-14,0,0,0,0,0,0,0,0,18083,185919
2019-04-15,50728151,20823846,14308751,39724677,3647637,2528297,4468118,2015868,31804,355761
2019-04-16,61100127,29764350,23610736,50091978,10673197,5064055,10178460,1699235,21723,238650
2019-04-17,66799782,28765572,24579700,68697091,7654096,2346739,4734697,1924924,24679,221766
2019-04-18,73985473,31727526,22736324,62998667,32555896,5429791,3846314,1494096,23289,410913
2019-04-19,0,0,0,0,0,0,0,0,24122,315190
2019-04-20,0,0,0,0,0,0,0,0,17666,259373
2019-04-21,0,0,0,0,0,0,0,0,27734,296766
2019-04-22,44584769,18432882,23402604,38267088,7259717,3952511,2255646,2468036,28502,269439
2019-04-23,53804949,33433013,20979391,35508080,7021152,2575623,5451757,2325692,43042,335403
2019-04-24,57396232,25228344,28600261,86222123,7959437,3467810,4408399,1814959,46613,418635
2019-04-25,61222393,30810684,18452113,68505766,7091019,1494012,4941105,2252986,48161,367226
2019-04-26,57521548,28515327,19682543,66117304,6784212,2281011,6466030,5444638,52195,534108
2019-04-27,0,0,0,0,0,0,0,0,14308,221083
2019-04-28,0,0,0,0,0,0,0,0,13807,152048
2019-04-29,60894322,23201295,18092310,36856959,12042277,2954878,4583826,3073587,20833,244105
2019-04-30,86367148,31341327,37056434,84084789,9173878,3416279,5052247,2106308,23314,301066
2019-05-01,75545573,37008120,29165864,110928634,17915886,7404643,12680064,3042683,16140,204059
2019-05-02,63566180,45681357,23367626,59088519,7721955,3284612,6561367,5521685,23459,286913
2019-05-03,59496822,31469061,26855929,62162910,7797144,2464458,8052349,3185390,48493,417510
2019-05-04,0,0,0,0,0,0,0,0,40819,295076
2019-05-05,0,0,0,0,0,0,0,0,22843,167297
2019-05-06,122488359,39916376,24348961,90173278,5644749,3440191,3387182,4387124,24539,477054
2019-05-07,162261948,61342453,33064471,103343889,11312257,3937162,3869960,3697644,39699,750151
2019-05-08,105179353,40319100,38219929,76793447,8173525,4236217,4598900,2919152,20732,302871
2019-05-09,115083193,59767038,30690362,151701786,10861104,4201007,5101736,2417345,28894,285048
2019-05-10,127126446,57212214,41084492,99047136,7381714,2977013,4617562,2443088,32705,413341
2019-05-11,0,0,0,0,0,0,0,0,69296,927940
2019-05-12,0,0,0,0,0,0,0,0,79185,868827
2019-05-13,140943509,68533641,46456310,168409817,11282014,5561452,10075982,4520904,78842,710217
2019-05-14,79090445,45017346,37357325,106318324,6558161,2609496,5606151,2803853,78165,893085
2019-05-15,90371747,43188518,45357240,92311442,11449591,5399260,9717512,2682027,39554,598675
2019-05-16,89854334,40843591,30919604,70413305,8919524,3947155,5878007,2438996,69268,1831676
2019-05-17,116936097,46844987,43093819,96694706,5839668,2179323,6213737,2885770,95293,1509682
2019-05-18,0,0,0,0,0,0,0,0,37256,643666
2019-05-19,0,0,0,0,0,0,0,0,64064,803423
2019-05-20,71743947,42112006,31416053,64774960,7505570,2283220,4474419,2633013,61720,656228
2019-05-21,53297500,35282627,21348697,70359510,5167324,3005066,3181682,2040470,54815,513307
2019-05-22,52231869,26906427,25513448,48879357,6660745,3765497,3633429,3422435,51340,572075
2019-05-23,101015745,45677918,30548085,95939392,10413209,6439202,6317375,5465253,48029,594570
2019-05-24,57897214,28274125,24475027,73726223,5605160,2618772,2297794,2959043,47490,472961
2019-05-25,0,0,0,0,0,0,0,0,28948,333324
2019-05-26,0,0,0,0,0,0,0,0,47508,440652
2019-05-27,0,0,0,0,0,0,0,0,54400,593541
2019-05-28,84654954,24678682,38099136,115332068,9598843,7683647,4517934,2941236,30807,411962
2019-05-29,114624134,44657494,37991123,95796744,15654906,5227721,4200295,4130526,32529,395034
2019-05-30,71662267,31547077,32032344,80890807,15754798,3525821,7375790,3759996,77271,1017099
2019-05-31,94734026,46367020,42192118,92538934,21969894,6082623,14403223,4710176,45998,623489
2019-06-01,0,0,0,0,0,0,0,0,32640,488874
2019-06-02,0,0,0,0,0,0,0,0,28642,293166
2019-06-03,110419040,79944456,42697845,82044696,18993498,23995549,14190457,3770945,44302,422862
2019-06-04,87028601,50070326,35623427,77738500,16287667,5679078,8159962,2833416,79674,652049
2019-06-05,79436066,35646646,21336225,72317708,10387877,7785805,7447149,4961746,48019,330295
2019-06-06,83175955,32664030,31187554,53283446,11576593,2695806,5772894,3609692,38204,313057
2019-06-07,90483899,47147284,34306521,74161507,12775517,2758763,8308508,3017157,31706,367791
2019-06-08,0,0,0,0,0,0,0,0,23167,187820
2019-06-09,0,0,0,0,0,0,0,0,34397,307316
2019-06-10,66924162,42523523,23272704,61940592,10639834,6355914,5228533,2821414,36869,280558
2019-06-11,67751831,41822447,24918607,80467702,6259352,2879104,4934636,2480896,29834,263056
2019-06-12,52604096,28837845,18002735,62223413,6286033,2128798,6282106,4297188,43009,317561
2019-06-13,59585558,23200319,29329733,67655226,5766189,1847291,5396942,4267058,31445,301449
2019-06-14,58621151,25114683,41376269,84169932,6638111,4138390,8987756,3035516,39424,322868
2019-06-15,0,0,0,0,0,0,0,0,31580,269262
2019-06-16,0,0,0,0,0,0,0,0,65317,451393
2019-06-17,40907111,22376170,26176844,51981843,6686298,3164600,4852010,4035479,52309,322797
2019-06-18,93958595,51928773,37877906,123212797,11681437,4580879,11187748,4290876,50719,332346
2019-06-19,81650537,33376055,24414339,120864437,14001022,4702625,11154033,5203261,32085,221911
2019-06-20,132025573,39488901,33812339,97868648,12628681,4659157,18474896,6642748,33669,214676
2019-06-21,90326532,37063108,27169421,66398204,17456873,4478403,15085912,2995993,52746,508532
2019-06-22,0,0,0,0,0,0,0,0,116346,717628
2019-06-23,0,0,0,0,0,0,0,0,62019,427971
2019-06-24,53729879,19210209,23330859,39513970,7121216,3164037,16763164,3370703,42421,342868
2019-06-25,93562885,33522901,28083728,73301242,10656929,5717388,23399564,3083467,62297,318275
2019-06-26,52695590,22980236,14773828,50650308,14757594,6869488,10817715,4563039,166374,1048356
2019-06-27,43145751,19553541,14684084,45235350,12636838,2596820,8793309,3445286,175134,969459
2019-06-28,66508933,20794868,30640733,71096066,9305533,4361424,8641930,3168096,106958,507850
2019-06-29,0,0,0,0,0,0,0,0,67716,413238
2019-06-30,0,0,0,0,0,0,0,0,89802,518416
2019-07-01,87162954,29912715,25852104,83369161,16819228,7887558,13811367,3575547,78849,468338
2019-07-02,71792111,20146771,25768203,70632498,12693147,3125555,14189557,6393806,114581,473481
2019-07-03,45664235,18045434,15547047,35261887,6131819,2458881,6002546,2351527,88856,341927
2019-07-04,0,0,0,0,0,0,0,0,66992,266975
2019-07-05,55280116,22887311,23142737,58056107,14129308,3579847,10191302,2743305,68163,279555
2019-07-06,0,0,0,0,0,0,0,0,50713,207435
2019-07-07,0,0,0,0,0,0,0,0,37571,248923
2019-07-08,51036703,18454054,17123457,42404725,7524256,3349878,7650556,3344508,51944,283765
2019-07-09,45782526,19809291,13316242,33384987,7275846,2213196,6711470,1726267,81932,280042
2019-07-10,52748181,30481699,16540304,61905990,11799986,4448154,13657319,4355329,105347,451639
2019-07-11,56287370,25048625,14825603,49126087,15537055,4698040,8220486,2200571,88334,464192
2019-07-12,49727276,20076958,14631641,34436139,7782739,4324247,5832568,1970207,58968,265152
2019-07-13,0,0,0,0,0,0,0,0,55676,204271
2019-07-14,0,0,0,0,0,0,0,0,71629,519296
2019-07-15,38358643,16499986,12441505,32791658,7716766,1826623,3975005,2490480,90323,697484
2019-07-16,41191947,21075033,26697502,44587419,6949916,2822131,7966145,4719870,100100,725288
2019-07-17,50375531,16217559,14620007,37618739,11228913,2657219,11363994,3667010,96526,742068
2019-07-18,59558529,29372836,19081189,70990419,6708917,2269848,18909662,5086138,71308,581661
2019-07-19,82406868,31076150,17390559,95978300,6562094,1750951,17049695,3141186,59425,362749
2019-07-20,0,0,0,0,0,0,0,0,46231,316781
2019-07-21,0,0,0,0,0,0,0,0,37265,250207
2019-07-22,48365209,21048580,16284331,33810319,6061712,1692261,7948325,3288122,41476,278964
2019-07-23,48195318,24558377,23591951,41393389,9507694,2463421,10013098,2203772,47924,302620
2019-07-24,53641330,20761735,11337882,46743603,7634733,2226023,6924535,4503869,47767,327271
2019-07-25,60341181,23588058,26756053,62620167,10872803,3181743,11984470,2456949,34383,289174
2019-07-26,44940219,21039247,17735399,37420171,7227296,3085854,6363386,2145317,30720,194396
2019-07-27,0,0,0,0,0,0,0,0,41742,307565
2019-07-28,0,0,0,0,0,0,0,0,30048,224456
2019-07-29,42076741,20015089,12042338,40311076,6803323,2387136,9473889,2687173,31622,257968
2019-07-30,49476542,19716895,24371297,68255808,5875282,2405706,9514819,2791907,30121,216643
2019-07-31,104404867,42525869,33663811,108254293,19005929,6934762,19324636,3464985,40931,206850
2019-08-01,151981429,67530603,40586227,155127464,32661876,18181726,27307991,7518739,39061,184084
2019-08-02,122729397,57309115,42105812,107970130,17977594,8763228,13643630,4979358,39665,199970
2019-08-03,0,0,0,0,0,0,0,0,33306,174337
2019-08-04,0,0,0,0,0,0,0,0,39930,138528
2019-08-05,203387740,84890875,55632511,134863467,19893892,7097975,16468906,5503024,63797,321123
2019-08-06,135980701,42137788,35476275,109726623,15263277,6671636,9528747,3729510,84387,338039
2019-08-07,154690008,47614009,43523534,117545093,38807182,9509333,26735518,6557982,65366,263177
2019-08-08,94977228,40084862,31041609,88082381,17028345,5215103,12425685,2955556,55842,235114
2019-08-09,94899862,37448956,26540771,78495685,12329667,2821426,9062353,3828379,42592,221382
2019-08-10,0,0,0,0,0,0,0,0,42364,223495
2019-08-11,0,0,0,0,0,0,0,0,25204,160633
2019-08-12,66832507,26387178,19942155,86259601,15567902,4767536,13728074,3051380,16768,135404
2019-08-13,100941345,43689158,33192696,133836441,19936638,6047645,30341487,6365626,33740,159237
2019-08-14,148655800,50959848,42994943,111915359,17848600,7571715,19513130,5023330,54015,300640
2019-08-15,106417605,39737885,45983417,77513601,26786293,5705396,13761696,3845592,39250,226543
2019-08-16,94748191,36959763,26121881,59310601,20473594,4802970,12558651,2724181,49645,291796
2019-08-17,0,0,0,0,0,0,0,0,26994,135836
2019-08-18,0,0,0,0,0,0,0,0,24734,172590
2019-08-19,61285408,24566414,25232146,47833618,15498915,3469329,10530568,3037638,34677,267857
2019-08-20,57988252,19828198,25737320,49594345,9024368,3250409,7306691,3029829,34619,197591
2019-08-21,53979352,19326912,28346582,44241792,11191249,4857690,7871343,2916087,49772,259806
2019-08-22,58598312,25624866,21964455,46043106,16532432,5866334,6693893,2732740,36988,226999
2019-08-23,167179926,57140106,36585760,84238964,17177217,8559216,19002757,4473548,26150,197853
2019-08-24,0,0,0,0,0,0,0,0,25844,170982
2019-08-25,0,0,0,0,0,0,0,0,26964,168890
2019-08-26,77640260,28805430,31665061,58746826,15076554,7520712,11725636,3195431,39839,241164
2019-08-27,77719147,29380877,23824944,73613212,13525763,3096081,12973472,3166826,26124,160151
2019-08-28,63168575,23294671,25651287,58939139,11598591,2485547,11040795,3964735,40588,352215
2019-08-29,64026886,24565742,20503197,49201963,9598744,4333759,15164824,3006199,37459,330508
2019-08-30,68773706,28091234,34951740,70695276,15054911,4080651,10467476,3668729,28224,244066
2019-08-31,0,0,0,0,0,0,0,0,15633,191229
2019-09-01,0,0,0,0,0,0,0,0,19053,200232
2019-09-02,0,0,0,0,0,0,0,0,46194,330828
2019-09-03,73193104,31027061,37452534,55402723,18047202,11673527,15823960,3681407,47113,341765
2019-09-04,54604669,24181535,25927311,74487505,9569870,3330886,10552613,3639495,43036,283759
2019-09-05,88902903,39174855,23384910,84717207,23085905,4301481,21785832,3517846,34237,245060
2019-09-06,54030380,21121094,20788141,57404225,11088832,3210573,13578236,2761965,58070,297833
2019-09-07,0,0,0,0,0,0,0,0,27893,239478
2019-09-08,0,0,0,0,0,0,0,0,23024,303649
2019-09-09,53036918,25845471,17408131,43306685,17462187,4833106,11846337,3142990,43728,280939
2019-09-10,64089970,25201094,22429992,56275795,16147931,4834589,12528306,3257443,27828,230921
2019-09-11,74931783,25429066,20385965,73212969,12867171,4958916,7496870,3882298,30554,288406
2019-09-12,76296513,31054891,34050783,83319860,21586727,8804719,12645817,4607458,30471,196072
2019-09-13,64401849,25105679,23205102,61159090,21538082,24112975,13756637,1737288,27719,269004
2019-09-14,0,0,0,0,0,0,0,0,23882,270101
2019-09-15,0,0,0,0,0,0,0,0,18520,283218
2019-09-16,64145446,21129063,32337919,73248293,13710302,5611750,8136642,9700535,30330,536927
2019-09-17,48177301,22751454,26901049,117697942,11303625,7905891,6743758,11526019,21264,770458
2019-09-18,77043405,30536103,19112475,77404165,14350132,5250783,15407121,4173323,22234,519389
2019-09-19,82243579,26225573,18806106,59872285,15331174,6741101,8105430,3968198,47510,742179
2019-09-20,102088659,29133881,37416249,104278163,14962834,9890801,11767614,3261702,22203,425625
2019-09-21,0,0,0,0,0,0,0,0,20371,401973
2019-09-22,0,0,0,0,0,0,0,0,21935,457427
2019-09-23,50023367,23148784,17110064,51112009,18412053,13397328,9158449,2827578,30190,392464
2019-09-24,90454124,44150575,33296884,62600148,14937424,11087990,11890836,3411915,90014,1495121
2019-09-25,76941519,39392446,22755915,51385854,16645221,8849616,11423680,2968084,55618,847894
2019-09-26,59312713,29122771,27819723,40431516,13130717,4175467,8973620,2714388,67099,815423
2019-09-27,91515798,42987849,21850810,81989111,11982542,4442420,10338833,3002867,46570,629257
2019-09-28,0,0,0,0,0,0,0,0,36437,506281
2019-09-29,0,0,0,0,0,0,0,0,29418,411531
2019-09-30,60418480,28636660,26766155,49785443,9045507,2772069,15266034,3277370,53891,550236
2019-10-01,101449077,33124898,43831331,57615561,19994761,8638071,12282813,3378014,44651,616344
2019-10-02,136207913,49154451,46599386,46970821,14225583,3773354,11891031,3743451,23523,341451
2019-10-03,94676637,43237336,46419837,69702311,17219617,6395690,12913004,3481016,31179,370731
2019-10-04,70022021,29510225,20870568,60849372,14761117,4673843,9348389,3296373,25641,378422
2019-10-05,0,0,0,0,0,0,0,0,21415,276752
2019-10-06,0,0,0,0,0,0,0,0,36568,339291
2019-10-07,61968761,22200556,20459210,59694516,13257008,3513611,5967738,2414648,52066,519156
2019-10-08,108757579,34615768,26851588,68330510,17034163,4587394,9506341,3013128,37162,389670
2019-10-09,71624003,21136255,24239496,49703006,9614220,3396708,7141592,3140115,54703,589757
2019-10-10,62082682,27819212,29304853,61164439,17919313,3781185,9432841,2734356,41998,414570
2019-10-11,113025986,42172510,40955984,102918053,33016491,9002732,10871324,4944495,46513,638403
2019-10-12,0,0,0,0,0,0,0,0,22810,271671
2019-10-13,0,0,0,0,0,0,0,0,26907,222896
2019-10-14,42440977,15829581,13931400,32792029,7035518,2062499,4233795,3000100,28116,262319
2019-10-15,49011463,23268023,26980291,63390961,14828894,6745754,9570918,2987756,34480,425088
2019-10-16,55138474,23677171,32476055,46286182,9945395,2750937,10296144,2547378,34179,344044
2019-10-17,47834846,19287140,26695778,65383902,7629677,3235904,6500096,2114233,28602,276666
2019-10-18,73530990,29585515,24588904,96343110,7322344,2368029,5840208,2358230,30843,286667
2019-10-19,0,0,0,0,0,0,0,0,27134,315721
2019-10-20,0,0,0,0,0,0,0,0,36999,292626
2019-10-21,45360467,16659450,29919342,43313623,9543963,1696386,7881727,2088092,29621,258910
2019-10-22,56699294,20897102,23521136,69292429,7378611,3362722,3818590,2771584,35800,262751
2019-10-23,36904255,14560612,15398773,47487370,6768670,3410525,4069506,3287067,71925,772569
2019-10-24,41608413,20466925,25491003,71720846,8102929,2825351,6294193,1890974,30312,396243
2019-10-25,46382852,23045402,19710793,55355899,6967742,2467325,6019249,2071636,86978,861462
2019-10-26,0,0,0,0,0,0,0,0,157615,1199709
2019-10-27,0,0,0,0,0,0,0,0,94959,652883
2019-10-28,47089223,19659035,18435853,61690594,13229453,6157670,5189096,2443975,82435,578253
2019-10-29,51949979,19733501,15024359,40333303,5935233,2334339,3892100,1907891,66098,524091
2019-10-30,52736411,22071177,25247106,65746509,13350243,5140433,7096256,3110780,57307,542719
2019-10-31,74303831,27002289,22254369,61285343,17467028,5386763,7686817,2526494,57436,385561
2019-11-01,73396988,21737425,32836016,86184416,13604128,8216041,9185097,3276735,43725,320154
2019-11-02,0,0,0,0,0,0,0,0,29550,172095
2019-11-03,0,0,0,0,0,0,0,0,26061,224753
2019-11-04,64426581,19664234,21946279,69446109,13316294,4064338,5040027,3186080,47883,310584
2019-11-05,46408285,16153613,16738947,68121662,15033589,6952659,11098327,2397254,41451,370559
2019-11-06,52050330,19738765,17532586,71194521,11376626,4149661,6712277,3892394,36204,351711
2019-11-07,64830401,17582042,21563276,112373526,22283202,5784993,14288674,3174622,40136,304719
2019-11-08,56475190,15714242,11404955,78825520,11590613,3228104,9746539,2925572,60821,371993
2019-11-09,0,0,0,0,0,0,0,0,27716,195080
2019-11-10,0,0,0,0,0,0,0,0,35165,280334
2019-11-11,35708837,9946886,8121897,54509217,5810350,1683863,7053712,2220425,44097,269121
2019-11-12,51086336,15357650,18862944,66997456,6628023,4619578,6774101,1996579,39770,251125
2019-11-13,57646267,15757776,22221529,67611966,8131669,2569116,8945456,2543923,29422,193244
2019-11-14,61472183,18330983,18989925,60810822,12219182,3212316,5118831,2679697,32570,240858
2019-11-15,66143630,18376034,24381336,83396801,5658836,2169205,9830263,2144391,45242,443913
2019-11-16,0,0,0,0,0,0,0,0,20304,179827
2019-11-17,0,0,0,0,0,0,0,0,28478,191582
2019-11-18,52985102,17669552,22031134,58236678,7205244,2193332,5600955,3028165,43076,322737
2019-11-19,60939558,17566841,21244284,45059979,9370401,8960832,4759005,3489188,45593,282720
2019-11-20,86381185,39188734,23272086,58702931,9288765,4012136,6735315,5081511,30792,214896
2019-11-21,61716146,17598035,16035914,50104949,7377442,3207511,4163047,3412942,59200,521837
2019-11-22,48970821,17692651,15935771,26877485,5090892,1878242,3437310,2138687,131693,979261
2019-11-23,0,0,0,0,0,0,0,0,48626,350596
2019-11-24,0,0,0,0,0,0,0,0,74703,326423
2019-11-25,56836236,17890040,20507583,65501539,5180886,3691289,6550400,2449557,125694,768834
2019-11-26,43107078,14886967,23835070,61238600,4695442,3549115,4647260,2004986,63335,362228
2019-11-27,49273412,18094127,18720929,33700119,4638216,2529952,3998963,1833602,96749,564271
2019-11-28,0,0,0,0,0,0,0,0,54336,308158
2019-11-29,41171077,10843203,11798423,38291776,7481277,2876201,4641244,3274598,62497,306133
2019-11-30,0,0,0,0,0,0,0,0,47774,235442
2019-12-01,0,0,0,0,0,0,0,0,60010,351044
2019-12-02,86498135,27569892,40367661,70964882,20220706,6684785,8017358,1635537,41791,214007
2019-12-03,81919838,33648983,34455743,57216617,14400123,6666207,8801839,3068145,34695,201951
2019-12-04,53738101,16473734,22009987,47891214,10955291,2103268,6495397,3157086,89577,459600
2019-12-05,40869701,15332531,22920342,45970588,8604421,3277743,5766455,2743181,56232,297222
2019-12-06,52565018,16961290,24589976,58469017,9527741,2851059,8977479,2683262,47504,213976
